ch,site,value
14.0,592514.0,0.918
14.0,20401.0,0.621
14.0,285799.0,0.938
14.0,610040.0,0.548
14.0,630084.0,0.896
14.0,581632.0,0.216
14.0,126170.0,0.861
14.0,153785.0,0.566
14.0,79081.0,2.501
14.0,643974.0,0.557
14.0,155907.0,0.758
14.0,433534.0,1.576
14.0,211844.0,0.397
14.0,710725.0,0.194
14.0,474415.0,0.957
14.0,634274.0,2.071
14.0,321237.0,1.24
14.0,482830.0,0.746
14.0,558262.0,5.073
14.0,496813.0,1.841
14.0,382971.0,1.44
14.0,642185.0,2.218
14.0,399175.0,0.877
14.0,235432.0,0.578
14.0,662229.0,1.367
14.0,719187.0,1.179
14.0,336606.0,1.32
14.0,122348.0,1.011
14.0,456868.0,0.711
14.0,478688.0,1.342
14.0,673513.0,0.901
14.0,630763.0,1.285
14.0,577257.0,0.994
14.0,770325.0,0.28
14.0,546029.0,0.529
14.0,303851.0,1.31
14.0,133401.0,0.248
14.0,551003.0,0.148
14.0,513215.0,1.05
14.0,547420.0,1.241
14.0,323917.0,1.417
14.0,421747.0,1.041
14.0,478693.0,1.368
14.0,516621.0,3.469
14.0,373989.0,1.286
14.0,255698.0,1.349
14.0,137674.0,0.486
14.0,472129.0,0.911
14.0,398733.0,0.321
14.0,769572.0,0.34
14.0,713601.0,1.564
14.0,528559.0,1.536
14.0,435265.0,1.123
14.0,85735.0,1.062
14.0,770023.0,0.0923
14.0,768384.0,0.866
14.0,505432.0,0.428
14.0,74625.0,0.804
14.0,211383.0,0.672
14.0,67623.0,0.661
14.0,264457.0,0.395
14.0,281773.0,0.533
14.0,736791.0,0.498
14.0,134222.0,0.847
14.0,110804.0,0.575
14.0,92021.0,0.421
14.0,373897.0,1.894
14.0,367873.0,0.547
14.0,272545.0,0.0705
14.0,475237.0,0.281
14.0,624930.0,0.792
14.0,656501.0,0.941
14.0,540508.0,0.294
14.0,369700.0,0.888
14.0,458388.0,0.955
14.0,17923.0,0.312
14.0,469256.0,0.375
14.0,74080.0,0.613
14.0,245314.0,1.281
14.0,35544.0,1.089
14.0,742850.0,0.91
14.0,766095.0,0.689
14.0,44871.0,1.735
14.0,505623.0,0.148
14.0,733226.0,0.529
14.0,674050.0,0.582
14.0,550490.0,0.893
14.0,725904.0,0.164
14.0,455929.0,1.417
14.0,219236.0,0.56
14.0,134119.0,0.494
14.0,78123.0,0.723
14.0,67431.0,2.173
14.0,762988.0,0.857
14.0,317112.0,1.41
14.0,732436.0,1.463
14.0,81098.0,1.349
14.0,526095.0,1.435
14.0,623897.0,1.787
14.0,555281.0,1.274
14.0,299562.0,0.0854
14.0,200822.0,0.88
14.0,119430.0,1.624
14.0,616346.0,1.117
14.0,306812.0,1.621
14.0,635983.0,0.78
14.0,35629.0,1.086
14.0,618003.0,1.022
14.0,558699.0,2.711
14.0,433436.0,0.852
14.0,713774.0,0.371
14.0,482894.0,0.17
14.0,325566.0,1.094
14.0,479993.0,1.729
14.0,697778.0,0.971
14.0,347691.0,0.0928
14.0,623286.0,0.328
14.0,163391.0,0.731
14.0,720980.0,0.0466
14.0,285134.0,1.625
14.0,374182.0,0.32
14.0,556356.0,1.02
14.0,308086.0,1.124
14.0,409780.0,1.999
14.0,392371.0,0.49
14.0,294612.0,2.092
14.0,630694.0,1.205
14.0,779816.0,0.703
14.0,506344.0,1.291
14.0,220236.0,0.225
14.0,321406.0,1.232
14.0,644406.0,1.198
14.0,354273.0,0.774
14.0,758043.0,0.826
14.0,230072.0,0.0474
14.0,324203.0,1.141
14.0,230534.0,1.99
14.0,655586.0,1.863
14.0,611333.0,0.531
14.0,79628.0,0.259
14.0,149053.0,1.027
14.0,687074.0,1.099
14.0,121995.0,2.268
14.0,341476.0,2.071
14.0,733978.0,1.139
14.0,307820.0,0.89
14.0,506333.0,1.354
14.0,320548.0,1.405
14.0,210346.0,2.171
14.0,22271.0,0.663
14.0,348217.0,0.843
14.0,171980.0,1.37
14.0,692919.0,0.286
14.0,451653.0,0.669
14.0,369949.0,0.531
14.0,259807.0,1.947
14.0,756373.0,1.425
14.0,716054.0,0.38
14.0,541260.0,1.738
14.0,165856.0,0.715
14.0,418837.0,0.554
14.0,211954.0,0.319
14.0,656665.0,1.76
14.0,529402.0,0.969
14.0,381232.0,0.295
14.0,315318.0,2.34
14.0,190054.0,2.276
14.0,372271.0,0.335
14.0,66717.0,0.979
14.0,579511.0,1.054
14.0,71071.0,1.976
14.0,158980.0,0.629
14.0,618998.0,0.813
14.0,647242.0,0.218
14.0,76766.0,1.304
14.0,107865.0,1.806
14.0,106859.0,0.511
14.0,364984.0,0.652
14.0,289695.0,1.112
14.0,497201.0,2.204
14.0,452178.0,0.994
14.0,575092.0,1.228
14.0,170326.0,0.606
14.0,385213.0,0.417
14.0,765665.0,1.406
14.0,747649.0,0.498
14.0,529363.0,1.111
14.0,126405.0,0.504
14.0,204358.0,1.482
14.0,533420.0,0.257
14.0,357456.0,0.736
14.0,554466.0,0.631
14.0,482870.0,0.202
14.0,703992.0,2.416
14.0,526031.0,1.274
14.0,595522.0,0.412
14.0,172581.0,0.477
14.0,29579.0,0.94
14.0,722912.0,1.429
14.0,463141.0,1.712
14.0,763253.0,0.886
14.0,769251.0,1.142
14.0,655486.0,1.649
14.0,489444.0,0.69
14.0,421174.0,1.033
14.0,64555.0,0.195
14.0,28642.0,0.0155
14.0,336800.0,1.997
14.0,451594.0,1.604
14.0,324438.0,0.116
14.0,498883.0,0.218
14.0,234698.0,0.76
14.0,459199.0,0.203
14.0,76798.0,1.032
14.0,530852.0,2.006
14.0,677485.0,0.474
14.0,538148.0,0.42
14.0,555441.0,1.174
14.0,479211.0,0.545
14.0,180076.0,0.499
14.0,302543.0,0.256
14.0,268107.0,0.678
14.0,68160.0,0.888
14.0,756881.0,1.599
14.0,132643.0,0.756
14.0,75468.0,0.234
14.0,255083.0,0.286
14.0,691574.0,0.192
14.0,762061.0,1.656
14.0,580680.0,0.748
14.0,540901.0,0.133
14.0,696185.0,1.348
14.0,739607.0,0.856
14.0,172222.0,0.629
14.0,526171.0,1.324
14.0,489432.0,0.668
14.0,532668.0,0.404
14.0,764465.0,0.231
14.0,56851.0,2.754
14.0,588332.0,0.755
14.0,290989.0,0.753
14.0,47082.0,0.72
14.0,324977.0,2.026
14.0,24335.0,0.829
14.0,78073.0,0.7
14.0,383457.0,1.078
14.0,411091.0,3.755
14.0,63399.0,0.366
14.0,247243.0,1.162
14.0,779388.0,0.123
14.0,399148.0,0.589
14.0,761333.0,0.532
14.0,360051.0,0.842
14.0,185907.0,1.144
14.0,387659.0,1.022
14.0,514152.0,0.304
14.0,416727.0,0.227
14.0,362806.0,0.653
14.0,159306.0,0.164
14.0,173797.0,1.287
14.0,156477.0,0.479
14.0,455309.0,2.134
14.0,192692.0,0.936
14.0,109182.0,2.198
14.0,109189.0,2.244
14.0,666852.0,1.482
14.0,394470.0,0.162
14.0,196676.0,1.451
14.0,337583.0,1.493
14.0,530269.0,2.536
14.0,387109.0,0.304
14.0,728907.0,1.109
14.0,32968.0,1.498
14.0,609163.0,0.975
14.0,636322.0,0.57
14.0,22929.0,0.643
14.0,256405.0,1.141
14.0,50488.0,0.842
14.0,286989.0,1.076
14.0,382759.0,0.716
14.0,705987.0,0.147
14.0,147236.0,0.85
14.0,153693.0,0.577
14.0,628929.0,0.225
14.0,186411.0,0.989
14.0,236357.0,0.296
14.0,191325.0,0.287
14.0,38273.0,0.709
14.0,148127.0,1.126
14.0,410347.0,1.426
14.0,208200.0,0.847
14.0,621384.0,0.628
14.0,708607.0,1.853
14.0,277701.0,0.558
14.0,754715.0,1.304
14.0,437325.0,0.46
14.0,673254.0,0.42
14.0,424837.0,0.14
14.0,379812.0,0.715
14.0,272003.0,1.897
14.0,89683.0,0.225
14.0,230336.0,0.497
14.0,295763.0,1.072
14.0,54998.0,0.278
14.0,346586.0,1.449
14.0,451563.0,1.854
14.0,685944.0,0.623
14.0,175550.0,2.671
14.0,771715.0,0.959
14.0,658538.0,0.4
14.0,636947.0,0.767
14.0,709499.0,1.024
14.0,355791.0,1.618
14.0,510391.0,0.156
14.0,324157.0,1.328
14.0,309618.0,0.808
14.0,40584.0,0.979
14.0,582872.0,0.708
14.0,432836.0,2.066
14.0,462800.0,1.42
14.0,669095.0,0.655
14.0,42213.0,0.225
14.0,191093.0,0.739
14.0,269144.0,0.266
14.0,133738.0,0.779
14.0,705770.0,1.451
14.0,304809.0,0.139
14.0,84697.0,1.515
14.0,651840.0,0.0314
14.0,182100.0,0.95
14.0,737742.0,0.554
14.0,423059.0,0.681
14.0,177529.0,0.194
14.0,536854.0,0.179
14.0,292953.0,0.131
14.0,232780.0,0.998
14.0,319999.0,0.257
14.0,140278.0,0.701
14.0,449944.0,1.202
14.0,685275.0,1.889
14.0,580475.0,0.957
14.0,533930.0,0.0539
14.0,218835.0,0.302
14.0,169399.0,0.233
14.0,456297.0,1.667
14.0,39923.0,1.4
14.0,715358.0,1.4
14.0,466326.0,1.569
14.0,749112.0,0.429
14.0,160324.0,0.358
14.0,79836.0,1.701
14.0,462533.0,1.351
14.0,490712.0,2.244
14.0,324745.0,1.471
14.0,456814.0,0.88
14.0,412254.0,1.905
14.0,426729.0,1.14
14.0,66964.0,0.819
14.0,55619.0,1.151
14.0,747716.0,1.366
14.0,490454.0,1.36
14.0,416999.0,1.359
14.0,311544.0,1.287
14.0,603100.0,1.286
14.0,480478.0,1.619
14.0,284381.0,0.601
14.0,671833.0,0.744
14.0,86176.0,0.309
14.0,712903.0,0.226
14.0,741103.0,0.856
14.0,268150.0,0.821
14.0,661599.0,0.225
14.0,338843.0,0.568
14.0,269985.0,0.725
14.0,122720.0,1.465
14.0,263479.0,1.165
14.0,355902.0,1.398
14.0,634451.0,1.798
14.0,341385.0,1.119
14.0,145839.0,4.277
14.0,82758.0,0.684
14.0,262223.0,0.979
14.0,624369.0,0.821
14.0,502792.0,1.262
14.0,306950.0,1.6
14.0,207234.0,0.981
14.0,508407.0,1.402
14.0,746926.0,1.893
14.0,311567.0,1.294
14.0,113779.0,0.919
14.0,607559.0,0.662
14.0,300051.0,2.281
14.0,242721.0,1.317
14.0,74848.0,0.508
14.0,492385.0,1.475
14.0,35874.0,1.302
14.0,103131.0,0.271
14.0,48063.0,0.69
14.0,660843.0,0.989
14.0,56041.0,0.108
14.0,452301.0,0.55
14.0,243703.0,0.233
14.0,183709.0,0.422
14.0,155627.0,0.32
14.0,126390.0,0.341
14.0,638190.0,0.334
14.0,649290.0,2.177
14.0,303532.0,0.335
14.0,74649.0,0.889
14.0,450199.0,1.459
14.0,537929.0,1.999
14.0,391256.0,1.941
14.0,496215.0,2.098
14.0,345754.0,2.341
14.0,633919.0,0.952
14.0,167667.0,3.172
14.0,667804.0,1.72
14.0,301644.0,0.732
14.0,720081.0,1.739
14.0,343571.0,0.217
14.0,553053.0,1.362
14.0,106175.0,1.162
14.0,535003.0,0.0553
14.0,618928.0,0.398
14.0,493043.0,0.0394
14.0,323745.0,1.263
14.0,623283.0,0.328
14.0,655822.0,0.903
14.0,506301.0,1.564
14.0,173189.0,0.58
14.0,574303.0,0.117
14.0,736449.0,1.688
14.0,131902.0,0.74
14.0,660744.0,2.23
14.0,158651.0,0.955
14.0,249543.0,0.997
14.0,322970.0,1.264
14.0,629230.0,0.624
14.0,474402.0,1.074
14.0,318692.0,1.027
14.0,75636.0,0.886
14.0,456349.0,0.895
14.0,712772.0,0.5
14.0,36468.0,2.134
14.0,234550.0,2.291
14.0,607492.0,0.792
14.0,187294.0,0.908
14.0,335173.0,0.249
14.0,777316.0,0.911
14.0,432492.0,1.009
14.0,78523.0,1.129
14.0,256774.0,0.489
14.0,439762.0,1.611
14.0,73555.0,0.124
14.0,711845.0,2.91
14.0,276420.0,0.897
14.0,453999.0,2.312
14.0,260573.0,0.498
14.0,210096.0,0.514
14.0,656344.0,0.443
14.0,384558.0,0.664
14.0,659025.0,2.052
14.0,496555.0,1.076
14.0,219168.0,0.992
14.0,597511.0,0.948
14.0,486001.0,0.781
14.0,88193.0,1.752
14.0,515281.0,0.756
14.0,518859.0,1.017
14.0,533513.0,0.324
14.0,365000.0,0.652
14.0,261596.0,0.605
14.0,614914.0,0.506
14.0,536575.0,1.11
14.0,551336.0,1.125
14.0,220514.0,0.412
14.0,278978.0,1.104
14.0,529858.0,0.176
14.0,289180.0,0.607
14.0,677593.0,1.509
14.0,433368.0,1.135
14.0,351532.0,0.7
14.0,539454.0,1.372
14.0,104528.0,0.733
14.0,346929.0,2.461
14.0,757755.0,1.288
14.0,265866.0,1.302
14.0,192248.0,0.397
14.0,473465.0,0.753
14.0,270399.0,2.274
14.0,586428.0,0.208
14.0,478937.0,1.068
14.0,86603.0,1.859
14.0,114685.0,0.848
14.0,779975.0,0.781
14.0,224435.0,0.62
14.0,302577.0,0.241
14.0,743520.0,0.543
14.0,382829.0,1.206
14.0,430488.0,0.235
14.0,153652.0,0.655
14.0,706347.0,1.715
14.0,690500.0,1.645
14.0,444633.0,0.2
14.0,386379.0,0.611
14.0,629145.0,0.1
14.0,224586.0,0.539
14.0,209264.0,0.395
14.0,614191.0,0.873
14.0,313493.0,1.129
14.0,286463.0,0.689
14.0,150586.0,1.299
14.0,223741.0,0.654
14.0,623921.0,1.695
14.0,79642.0,0.275
14.0,434826.0,1.257
14.0,587772.0,0.894
14.0,382999.0,1.921
14.0,714927.0,2.243
14.0,733748.0,1.756
14.0,106894.0,0.58
14.0,604588.0,0.0858
14.0,428238.0,2.415
14.0,580999.0,0.433
14.0,436222.0,0.459
14.0,457198.0,0.0859
14.0,268117.0,0.508
14.0,718181.0,0.65
14.0,450681.0,0.321
14.0,435975.0,0.718
14.0,496975.0,1.165
14.0,61010.0,1.929
14.0,438708.0,1.503
14.0,156199.0,1.257
14.0,283110.0,0.0858
14.0,328880.0,1.439
14.0,87366.0,0.464
14.0,511300.0,0.522
14.0,644075.0,0.749
14.0,233237.0,1.401
14.0,492541.0,2.073
14.0,140408.0,0.202
14.0,123237.0,1.262
14.0,271858.0,1.613
14.0,321069.0,0.639
14.0,22113.0,0.798
14.0,349399.0,1.487
14.0,166951.0,2.173
14.0,297337.0,0.865
14.0,480457.0,1.392
14.0,478239.0,1.364
14.0,263578.0,0.118
14.0,274520.0,1.875
14.0,639832.0,1.182
14.0,154429.0,0.547
14.0,457377.0,0.67
14.0,677935.0,1.944
14.0,622984.0,0.888
14.0,210012.0,0.595
14.0,236617.0,0.579
14.0,414554.0,1.731
14.0,120672.0,0.746
14.0,536882.0,0.314
14.0,380287.0,1.106
14.0,485331.0,0.429
14.0,492866.0,1.528
14.0,25071.0,1.755
14.0,111777.0,1.31
14.0,373304.0,2.204
14.0,707155.0,0.389
14.0,361496.0,2.079
14.0,383103.0,0.822
14.0,305916.0,2.21
14.0,146911.0,1.007
14.0,78107.0,0.708
14.0,484722.0,2.472
14.0,544163.0,0.796
14.0,33874.0,2.219
14.0,620822.0,2.664
14.0,673773.0,1.18
14.0,323311.0,1.631
14.0,703194.0,0.156
14.0,90905.0,1.057
14.0,217147.0,0.039
14.0,137178.0,2.378
14.0,120576.0,1.073
14.0,192313.0,0.155
14.0,216467.0,1.705
14.0,373839.0,2.888
14.0,273142.0,2.367
14.0,381075.0,0.577
14.0,272428.0,0.202
14.0,395663.0,0.653
14.0,66264.0,1.109
14.0,456039.0,2.134
14.0,623705.0,0.851
14.0,590718.0,1.695
14.0,648355.0,0.574
14.0,174330.0,0.725
14.0,196003.0,1.959
14.0,701716.0,0.523
14.0,506216.0,2.31
14.0,282309.0,0.125
14.0,613018.0,1.085
14.0,208287.0,0.855
14.0,174308.0,0.852
14.0,382546.0,0.217
14.0,569359.0,1.406
14.0,315491.0,0.125
14.0,550254.0,0.195
14.0,176545.0,0.585
14.0,555195.0,0.572
14.0,665066.0,0.236
14.0,580273.0,1.431
14.0,249036.0,1.018
14.0,294844.0,1.032
14.0,191004.0,0.116
14.0,302440.0,0.0775
14.0,144525.0,1.877
14.0,280742.0,1.642
14.0,618869.0,0.468
14.0,407322.0,1.343
14.0,743013.0,2.27
14.0,672010.0,1.06
14.0,504295.0,1.393
14.0,225917.0,0.753
14.0,320897.0,1.533
14.0,456220.0,1.648
14.0,189420.0,1.993
14.0,497571.0,1.766
14.0,390733.0,2.376
14.0,748422.0,1.127
14.0,589686.0,3.699
14.0,231904.0,0.466
14.0,337272.0,1.165
14.0,727187.0,1.139
14.0,265048.0,1.159
14.0,388242.0,0.326
14.0,189488.0,1.525
14.0,384901.0,0.437
14.0,293566.0,0.593
14.0,129930.0,0.657
14.0,615627.0,1.463
14.0,199689.0,1.733
14.0,690369.0,1.803
14.0,632929.0,0.286
14.0,304861.0,0.0311
14.0,231453.0,2.606
14.0,594459.0,1.736
14.0,452857.0,1.215
14.0,514902.0,2.294
14.0,382830.0,1.198
14.0,755868.0,1.109
14.0,167232.0,0.0705
14.0,537863.0,2.455
14.0,142373.0,0.468
14.0,163123.0,0.255
14.0,613703.0,0.911
14.0,450865.0,0.387
14.0,116352.0,2.156
14.0,339674.0,0.605
14.0,618801.0,1.396
14.0,558855.0,0.683
14.0,37643.0,0.97
14.0,347867.0,0.747
14.0,707648.0,0.511
14.0,397032.0,0.885
14.0,529597.0,0.709
14.0,513003.0,0.74
14.0,703802.0,2.448
14.0,557893.0,0.233
14.0,473367.0,0.496
14.0,530414.0,1.297
14.0,532119.0,0.91
14.0,502087.0,2.729
14.0,167451.0,1.444
14.0,208920.0,0.275
14.0,382407.0,0.195
14.0,93365.0,0.514
14.0,760073.0,0.352
14.0,39911.0,1.47
14.0,749397.0,1.469
14.0,532575.0,0.201
14.0,135363.0,0.701
14.0,350566.0,1.366
14.0,383498.0,1.286
14.0,754781.0,0.702
14.0,505110.0,0.69
14.0,463541.0,0.665
14.0,37776.0,2.267
14.0,33307.0,0.171
14.0,739618.0,0.809
14.0,369897.0,1.186
14.0,244629.0,1.815
14.0,392091.0,1.918
14.0,323323.0,1.719
14.0,61312.0,1.074
14.0,192401.0,0.727
14.0,771163.0,1.693
14.0,143818.0,1.123
14.0,380326.0,1.067
14.0,270537.0,1.898
14.0,379966.0,0.577
14.0,504867.0,1.472
14.0,258647.0,1.217
14.0,111310.0,1.409
14.0,77871.0,0.249
14.0,672757.0,0.705
14.0,536773.0,0.678
14.0,227975.0,1.662
14.0,265204.0,1.39
14.0,243817.0,0.334
14.0,71431.0,0.73
14.0,651074.0,1.194
14.0,335314.0,0.59
14.0,267065.0,0.312
14.0,211764.0,0.903
14.0,766620.0,1.65
14.0,642255.0,0.865
14.0,466651.0,3.244
14.0,584991.0,0.537
14.0,84898.0,1.039
14.0,418772.0,2.233
14.0,431515.0,0.334
14.0,745188.0,0.585
14.0,178495.0,0.428
14.0,628362.0,0.739
14.0,47936.0,0.908
14.0,471776.0,0.372
14.0,766330.0,0.974
14.0,661331.0,0.951
14.0,657459.0,0.586
14.0,281229.0,0.967
14.0,614660.0,0.522
14.0,579474.0,0.891
14.0,467585.0,0.981
14.0,235628.0,0.259
14.0,80499.0,0.9
14.0,324164.0,1.305
14.0,301209.0,0.256
14.0,442412.0,1.138
14.0,123324.0,0.931
14.0,747914.0,0.706
14.0,493233.0,0.523
14.0,777747.0,2.007
14.0,747605.0,0.466
14.0,492633.0,1.432
14.0,626972.0,0.224
14.0,198497.0,1.155
14.0,475397.0,0.179
14.0,618331.0,1.487
14.0,507580.0,0.651
14.0,591547.0,2.17
14.0,18821.0,0.959
14.0,233619.0,0.878
14.0,156012.0,0.478
14.0,629275.0,0.864
14.0,112290.0,1.487
14.0,779055.0,1.822
14.0,337402.0,1.438
14.0,212473.0,1.009
14.0,391745.0,2.208
14.0,671269.0,1.089
14.0,95255.0,0.418
14.0,555221.0,0.674
14.0,185697.0,1.569
14.0,583057.0,1.36
14.0,713263.0,1.299
14.0,503396.0,0.787
14.0,33716.0,2.504
14.0,142090.0,1.569
14.0,495180.0,1.7
14.0,529208.0,1.253
14.0,401412.0,0.735
14.0,151337.0,1.038
14.0,584053.0,0.517
14.0,458278.0,1.191
14.0,448300.0,1.204
14.0,78089.0,0.715
14.0,132979.0,0.494
14.0,437741.0,2.085
14.0,777468.0,0.271
14.0,168105.0,2.536
14.0,332713.0,1.762
14.0,303506.0,0.328
14.0,277331.0,0.967
14.0,186044.0,1.228
14.0,509154.0,1.573
14.0,757623.0,1.163
14.0,418441.0,1.152
14.0,345050.0,3.091
14.0,498820.0,1.429
14.0,587873.0,1.051
14.0,366152.0,1.625
14.0,468116.0,0.513
14.0,651168.0,1.469
14.0,676548.0,1.133
14.0,749209.0,1.153
14.0,414248.0,0.56
14.0,420619.0,0.359
14.0,190919.0,1.643
14.0,134431.0,0.812
14.0,354642.0,1.617
14.0,132456.0,0.488
14.0,654969.0,1.115
14.0,771833.0,0.342
14.0,452429.0,0.404
14.0,406454.0,1.194
14.0,62792.0,0.368
14.0,241432.0,0.466
14.0,361803.0,0.91
14.0,548277.0,0.45
14.0,658029.0,2.149
14.0,373505.0,1.806
14.0,640384.0,0.689
14.0,172665.0,2.291
14.0,709097.0,3.359
14.0,325418.0,0.999
14.0,126207.0,1.173
14.0,278845.0,0.523
14.0,691075.0,1.238
14.0,299910.0,0.731
14.0,386449.0,1.084
14.0,42586.0,1.278
14.0,431210.0,0.912
14.0,769075.0,1.671
14.0,212890.0,0.545
14.0,479363.0,0.875
14.0,40428.0,0.177
14.0,540488.0,0.356
14.0,664209.0,0.302
14.0,651966.0,0.178
14.0,696409.0,1.064
14.0,238924.0,0.32
14.0,221699.0,0.537
14.0,459949.0,1.091
14.0,209319.0,0.533
14.0,377234.0,2.056
14.0,168183.0,2.494
14.0,298286.0,0.326
14.0,455694.0,1.484
14.0,544947.0,1.133
14.0,319393.0,1.855
14.0,628184.0,0.818
14.0,241784.0,1.948
14.0,666631.0,0.717
14.0,694110.0,1.446
14.0,358066.0,3.113
14.0,544927.0,1.102
14.0,445234.0,0.95
14.0,133314.0,1.243
14.0,248614.0,0.83
14.0,25030.0,1.589
14.0,621205.0,0.829
14.0,39830.0,1.433
14.0,321859.0,0.444
14.0,116357.0,1.967
14.0,107114.0,0.675
14.0,778236.0,0.51
14.0,406243.0,0.311
14.0,372404.0,1.438
14.0,569306.0,1.918
14.0,742910.0,1.377
14.0,525380.0,0.711
14.0,66885.0,0.776
14.0,114345.0,0.512
14.0,504398.0,1.332
14.0,266431.0,2.819
14.0,511950.0,1.584
14.0,48369.0,0.318
14.0,762460.0,2.076
14.0,299514.0,0.178
14.0,612860.0,0.235
14.0,325085.0,0.639
14.0,735851.0,0.193
14.0,604186.0,1.318
14.0,254427.0,1.388
14.0,231925.0,1.128
14.0,103548.0,2.007
14.0,126574.0,0.64
14.0,119696.0,1.1
14.0,136379.0,1.42
14.0,52867.0,1.943
14.0,739212.0,1.006
14.0,418435.0,1.447
14.0,621215.0,0.797
14.0,611306.0,0.522
14.0,539378.0,0.882
14.0,633568.0,1.877
14.0,549834.0,0.468
14.0,613035.0,0.742
14.0,422656.0,1.258
14.0,760505.0,0.638
14.0,542319.0,0.554
14.0,21571.0,1.04
14.0,765680.0,0.976
14.0,240882.0,2.123
14.0,413822.0,1.364
14.0,224974.0,0.703
14.0,515294.0,0.888
14.0,474861.0,0.32
14.0,277338.0,0.991
14.0,317100.0,1.425
14.0,666757.0,1.503
14.0,555986.0,1.188
14.0,413173.0,0.835
14.0,352340.0,1.212
14.0,263999.0,1.351
14.0,453519.0,2.184
14.0,310256.0,0.957
14.0,342542.0,0.651
14.0,594556.0,0.892
14.0,278860.0,0.298
14.0,716571.0,0.124
14.0,176273.0,0.21
14.0,424213.0,0.42
14.0,721492.0,0.296
14.0,632846.0,0.861
14.0,262948.0,0.814
14.0,435116.0,0.599
14.0,201139.0,1.353
14.0,490006.0,2.493
14.0,147936.0,0.927
14.0,489475.0,0.763
14.0,329531.0,1.24
14.0,434265.0,0.31
14.0,387509.0,0.592
14.0,236136.0,1.036
14.0,214801.0,0.139
14.0,81030.0,1.826
14.0,18327.0,1.405
14.0,298625.0,1.007
14.0,744857.0,1.764
14.0,663287.0,1.19
14.0,22725.0,0.662
14.0,83812.0,1.328
14.0,156719.0,0.544
14.0,379991.0,0.672
14.0,474952.0,0.74
14.0,258748.0,1.412
14.0,191388.0,0.805
14.0,235867.0,0.0155
14.0,110260.0,0.848
14.0,153710.0,0.559
14.0,108027.0,2.51
14.0,651696.0,0.647
14.0,217135.0,0.039
14.0,652494.0,0.801
14.0,370376.0,1.152
14.0,727515.0,0.232
14.0,144977.0,1.091
14.0,51444.0,0.63
14.0,434635.0,0.588
14.0,645963.0,0.644
14.0,60783.0,0.5
14.0,624020.0,0.904
14.0,455546.0,1.353
14.0,621791.0,0.45
14.0,42794.0,1.382
14.0,73154.0,0.422
14.0,624386.0,0.531
14.0,585445.0,0.233
14.0,313333.0,0.437
14.0,142284.0,1.421
14.0,671807.0,0.693
14.0,466634.0,3.339
14.0,150140.0,1.414
14.0,334951.0,0.525
14.0,113321.0,0.925
14.0,37620.0,0.891
14.0,537946.0,1.905
14.0,254413.0,1.309
14.0,614270.0,0.72
14.0,410956.0,0.65
14.0,310179.0,0.508
14.0,204713.0,0.952
14.0,648886.0,0.21
14.0,48740.0,1.594
14.0,150201.0,1.452
14.0,378621.0,0.396
14.0,117781.0,2.231
14.0,209807.0,1.268
14.0,235290.0,2.661
14.0,89732.0,0.117
14.0,60043.0,0.685
14.0,444075.0,0.482
14.0,59971.0,1.122
14.0,294260.0,1.112
14.0,243708.0,0.233
14.0,532140.0,0.903
14.0,92612.0,0.332
14.0,302441.0,0.0848
14.0,559189.0,0.355
14.0,501935.0,2.549
14.0,342798.0,1.178
14.0,590020.0,1.169
14.0,731500.0,0.272
14.0,297347.0,0.888
14.0,350255.0,1.054
14.0,312498.0,1.217
14.0,457239.0,0.0854
14.0,745415.0,2.383
14.0,548471.0,1.537
14.0,175171.0,0.824
14.0,349869.0,0.615
14.0,507639.0,1.273
14.0,694743.0,1.924
14.0,217840.0,2.077
14.0,207592.0,1.046
14.0,262081.0,0.825
14.0,258123.0,0.924
14.0,248688.0,1.396
14.0,157673.0,0.216
14.0,662393.0,1.992
14.0,41937.0,1.012
14.0,643242.0,1.963
14.0,271696.0,1.655
14.0,242198.0,1.4
14.0,591714.0,1.043
14.0,316857.0,1.351
14.0,209612.0,0.533
14.0,676151.0,0.146
14.0,157343.0,0.193
14.0,231491.0,2.466
14.0,246739.0,0.532
14.0,645403.0,0.741
14.0,679570.0,2.206
14.0,128841.0,0.451
14.0,340644.0,0.728
14.0,155871.0,0.811
14.0,35728.0,1.797
14.0,199033.0,2.816
14.0,514907.0,2.247
14.0,308167.0,1.064
14.0,213817.0,0.707
14.0,165404.0,1.387
14.0,604069.0,0.56
14.0,554811.0,0.631
14.0,363922.0,0.218
14.0,682696.0,0.747
14.0,419233.0,0.713
14.0,395115.0,1.777
14.0,112795.0,1.69
14.0,39620.0,0.452
14.0,154509.0,0.398
14.0,584770.0,0.682
14.0,260054.0,2.458
14.0,136252.0,0.63
14.0,535885.0,1.878
14.0,671582.0,0.818
14.0,530627.0,0.902
14.0,615533.0,0.379
14.0,93952.0,0.754
14.0,429337.0,0.801
14.0,227461.0,0.725
14.0,518769.0,2.495
14.0,514834.0,2.14
14.0,687274.0,0.652
14.0,649071.0,1.071
14.0,115460.0,0.514
14.0,223046.0,0.257
14.0,133350.0,0.816
14.0,355969.0,1.908
14.0,696126.0,1.137
14.0,382892.0,1.021
14.0,648069.0,0.795
14.0,209622.0,0.619
14.0,37571.0,0.721
14.0,447432.0,1.288
14.0,235089.0,1.127
14.0,404996.0,0.0387
14.0,326743.0,0.178
14.0,179138.0,0.674
14.0,242661.0,1.023
